"","spt","team","status","player","begin","end","grade","location","opponent","tG","tGA","npG","pG","npA","pA","ownG","ylw","ylwred","red","sds","Position","kID","Vorname","Nachname","Name_lang","MW","Punkte","Note","G_coef","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points"
"7934",23,"Werder Bremen","start","Silva",0,72,5,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00085014","André","Silva","André Silva",2.8,38,3.81,3,4,-6,0,0,0,0,0,0,0,0,-2
"7935",23,"Werder Bremen","sub","Ducksch",60,90,5,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00057247","Marvin","Ducksch","Marvin Ducksch",3.8,144,3.68,3,2,-6,0,0,0,0,0,0,0,0,-4
"7936",23,"Werder Bremen","sub","Stage",60,90,4.5,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00117298","Jens","Stage","Jens Stage",2,199,3.26,4,2,-4,0,0,0,0,0,0,0,0,-2
"7937",23,"Werder Bremen","sub","Agu",60,90,5,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00096032","Felix","Agu","Felix Agu",1.6,98,3.59,5,2,-6,0,0,0,0,0,0,0,0,-4
"7938",23,"Werder Bremen","sub","Grüll",72,90,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00128262","Marco","Grüll","Marco Grüll",1.8,104,3.7,3,2,NA,0,0,0,0,0,0,0,0,2
"7939",23,"Werder Bremen","sub","Malatini",86,90,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00145004","Julian","Malatini","Julian Malatini",1.2,37,3.5,5,2,NA,0,0,0,0,0,0,0,0,2
"7940",23,"Werder Bremen","bench","Backhaus",NA,NA,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00118051","Mio","Backhaus","Mio Backhaus",1,0,0,6,0,NA,0,0,0,0,0,0,0,0,0
"7941",23,"Werder Bremen","bench","Kaboré",NA,NA,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00124081","Issa","Kaboré","Issa Kaboré",1.6,26,3.5,5,0,NA,0,0,0,0,0,0,0,0,0
"7942",23,"Werder Bremen","bench","Alvero",NA,NA,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00147901","Skelly","Alvero","Skelly Alvero",1.6,12,4.38,4,0,NA,0,0,0,0,0,0,0,0,0
"7943",23,"Werder Bremen","bench","Burke",NA,NA,NA,"away","SC Freiburg","0","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00093478","Oliver","Burke","Oliver Burke",0.8,78,3.7,3,0,NA,0,0,0,0,0,0,0,0,0
"7944",23,"VfL Wolfsburg","start","M. Müller",0,90,2,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00071980","Marius","Müller","Marius Müller",1,47,2.5,6,4,6,0,0,0,0,0,0,0,0,10
"7945",23,"VfL Wolfsburg","start","Roerslev",0,58,4.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00101934","Mads","Roerslev","Mads Roerslev",2,10,3.9,5,4,-4,0,0,0,0,0,0,0,0,0
"7946",23,"VfL Wolfsburg","start","Vavro",0,90,3.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00082732","Denis","Vavro","Denis Vavro",1.8,136,3.45,5,4,0,0,0,0,0,0,0,0,0,4
"7947",23,"VfL Wolfsburg","start","Koulierakis",0,90,4,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00124455","Konstantinos","Koulierakis","Konstantinos Koulierakis",2,126,3.45,5,4,-2,0,0,0,0,0,0,0,0,2
"7948",23,"VfL Wolfsburg","start","Maehle",0,90,3.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00112134","Joakim","Maehle","Joakim Maehle",2.8,124,3.6,5,4,0,0,0,0,0,0,0,0,0,4
"7949",23,"VfL Wolfsburg","start","Svanberg",0,90,3,"home","VfL Bochum","1","1",1,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00099757","Mattias","Svanberg","Mattias Svanberg",2.2,66,3.77,4,4,2,4,0,0,0,0,0,0,0,10
"7950",23,"VfL Wolfsburg","start","Vranckx",0,63,5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00124089","Aster","Vranckx","Aster Vranckx",1.6,22,4.14,4,4,-6,0,0,0,0,0,0,0,0,-2
"7951",23,"VfL Wolfsburg","start","Wimmer",0,63,3.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00125269","Patrick","Wimmer","Patrick Wimmer",2,125,3.46,4,4,0,0,0,0,0,0,0,0,0,4
"7952",23,"VfL Wolfsburg","start","Wind",0,90,4.5,"home","VfL Bochum","1","1",0,0,0,0,0,1,0,0,FALSE,"FORWARD","pl-k00105999","Jonas","Wind","Jonas Wind",3.8,126,3.64,3,4,-4,0,0,0,0,0,0,0,0,0
"7953",23,"VfL Wolfsburg","start","Tiago Tomas",0,58,5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00116616","Tiago","Barreiros de Melo Tomas","Tiago Tomas",1.6,102,3.8,3,4,-6,0,0,0,0,0,0,0,0,-2
"7954",23,"VfL Wolfsburg","start","Amoura",0,89,3.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00139302","Mohammed","Amoura","Mohammed Amoura",2.2,227,3.18,3,4,0,0,0,0,0,0,0,0,0,4
"7955",23,"VfL Wolfsburg","sub","Skov Olsen",58,90,3.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00111795","Andreas","Skov Olsen","Andreas Skov Olsen",1.8,17,4.06,3,2,0,0,0,0,0,0,0,0,0,2
"7956",23,"VfL Wolfsburg","sub","Bornauw",58,90,3.5,"home","VfL Bochum","1","1",0,0,1,0,0,1,0,0,FALSE,"DEFENDER","pl-k00112668","Sebastiaan","Bornauw","Sebastiaan Bornauw",1.8,60,3.44,5,2,0,0,0,2,0,0,0,0,0,4
"7957",23,"VfL Wolfsburg","sub","B. Dardai",63,90,3,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00139331","Bence","Dardai","Bence Dardai",0.7,62,3.81,4,2,2,0,0,0,0,0,0,0,0,4
"7958",23,"VfL Wolfsburg","sub","Gerhardt",63,90,2.5,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00071930","Yannick","Gerhardt","Yannick Gerhardt",2,68,3.75,4,2,4,0,0,0,0,0,0,0,0,6
"7959",23,"VfL Wolfsburg","sub","L. Nmecha",89,90,NA,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00101673","Lukas","Nmecha","Lukas Nmecha",1.7,41,3.93,3,2,NA,0,0,0,0,0,0,0,0,2
"7960",23,"VfL Wolfsburg","bench","Pervan",NA,NA,NA,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00093610","Pavao","Pervan","Pavao Pervan",0.5,0,0,6,0,NA,0,0,0,0,0,0,0,0,0
"7961",23,"VfL Wolfsburg","bench","Odogu",NA,NA,NA,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00139327","David","Odogu","David Odogu",0.5,12,3.25,5,0,NA,0,0,0,0,0,0,0,0,0
"7962",23,"VfL Wolfsburg","bench","Kaminski",NA,NA,NA,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00125604","Jakub","Kaminski","Jakub Kaminski",1.6,56,3.8,4,0,NA,0,0,0,0,0,0,0,0,0
"7963",23,"VfL Wolfsburg","bench","K. Behrens",NA,NA,NA,"home","VfL Bochum","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00059580","Kevin","Behrens","Kevin Behrens",1.8,35,5,3,0,NA,0,0,0,0,0,0,0,0,0
"7964",23,"VfL Bochum","start","T. Horn",0,90,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00049258","Timo","Horn","Timo Horn",2.4,84,3.12,6,4,0,0,0,0,0,0,0,0,0,4
"7965",23,"VfL Bochum","start","Masovic",0,90,2,"away","VfL Wolfsburg","1","1",1,0,0,0,0,0,0,0,TRUE,"DEFENDER","pl-k00097629","Erhan","Masovic","Erhan Masovic",1.5,38,4.1,5,4,6,5,0,0,0,0,0,3,0,18
"7966",23,"VfL Bochum","start","Ordets",0,90,2.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00083673","Ivan","Ordets","Ivan Ordets",1.8,50,3.93,5,4,4,0,0,0,0,0,0,0,0,8
"7967",23,"VfL Bochum","start","Bernardo",0,90,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00092331","Bernardo","Fernandes da Silva Junior","Bernardo",2.6,90,3.38,5,4,0,0,0,0,0,0,0,0,0,4
"7968",23,"VfL Bochum","start","Oermann",0,90,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00131053","Tim","Oermann","Tim Oermann",1.4,77,3.88,5,4,0,0,0,0,0,0,0,0,0,4
"7969",23,"VfL Bochum","start","Sissoko",0,90,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00099754","Ibrahima","Sissoko","Ibrahima Sissoko",1.8,147,3.42,4,4,0,0,0,0,0,0,0,0,0,4
"7970",23,"VfL Bochum","start","Holtmann",0,78,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00083812","Gerrit","Holtmann","Gerrit Holtmann",1,58,3.76,3,4,0,0,0,0,0,0,0,0,0,4
"7971",23,"VfL Bochum","start","Bero",0,90,2.5,"away","VfL Wolfsburg","1","1",0,0,1,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00082966","Matus","Bero","Matus Bero",1.6,142,3.5,4,4,4,0,0,2,0,0,0,0,0,10
"7972",23,"VfL Bochum","start","Krauß",0,90,2,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00093857","Tom","Krauß","Tom Krauß",1.8,62,3.36,4,4,6,0,0,0,0,0,0,0,0,10
"7973",23,"VfL Bochum","start","P. Hofmann",0,85,3.5,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00066531","Philipp","Hofmann","Philipp Hofmann",1.8,86,3.96,3,4,0,0,0,0,0,0,0,0,0,4
"7974",23,"VfL Bochum","start","Masouras",0,90,3,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00103986","Georgios","Masouras","Georgios Masouras",1.6,29,4.11,3,4,2,0,0,0,0,0,0,0,0,6
"7975",23,"VfL Bochum","sub","Wittek",78,90,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00078467","Maximilian","Wittek","Maximilian Wittek",1.7,70,3.98,5,2,NA,0,0,0,0,0,0,0,0,2
"7976",23,"VfL Bochum","sub","Broschinski",85,90,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00105566","Moritz","Broschinski","Moritz Broschinski",1.2,39,4.33,3,2,NA,0,0,0,0,0,0,0,0,2
"7977",23,"VfL Bochum","sub","Losilla",90,90,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00073015","Anthony","Losilla","Anthony Losilla",2,46,3.84,4,2,NA,0,0,0,0,0,0,0,0,2
"7978",23,"VfL Bochum","sub","Gamboa",90,90,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00070381","Cristian","Gamboa","Cristian Gamboa",1.2,21,4.75,5,2,NA,0,0,0,0,0,0,0,0,2
"7979",23,"VfL Bochum","bench","Drewes",NA,NA,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00067144","Patrick","Drewes","Patrick Drewes",2,92,3.45,6,0,NA,0,0,0,0,0,0,0,0,0
"7980",23,"VfL Bochum","bench","Medic",NA,NA,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00109956","Jakov","Medic","Jakov Medic",1.5,61,3.83,5,0,NA,0,0,0,0,0,0,0,0,0
"7981",23,"VfL Bochum","bench","D. de Wit",NA,NA,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00101639","Dani","de Wit","Dani de Wit",2.2,46,4.19,4,0,NA,0,0,0,0,0,0,0,0,0
"7982",23,"VfL Bochum","bench","Miyoshi",NA,NA,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00106078","Koji","Miyoshi","Koji Miyoshi",1.3,12,4.5,4,0,NA,0,0,0,0,0,0,0,0,0
"7983",23,"VfL Bochum","bench","Pannewig",NA,NA,NA,"away","VfL Wolfsburg","1","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00140723","Mats","Pannewig","Mats Pannewig",0.5,20,4.5,4,0,NA,0,0,0,0,0,0,0,0,0
"7984",23,"1. FSV Mainz 05","start","Zentner",0,90,2.5,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00065896","Robin","Zentner","Robin Zentner",2.8,247,2.78,6,4,4,0,0,0,0,0,0,0,2,10
"7985",23,"1. FSV Mainz 05","start","da Costa",0,90,3,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00054640","Danny","da Costa","Danny da Costa",1.2,112,3.39,5,4,2,0,0,0,0,0,0,0,0,6
"7986",23,"1. FSV Mainz 05","start","Jenz",0,90,4,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00130593","Moritz","Jenz","Moritz Jenz",2,94,3.22,5,4,-2,0,0,0,0,0,0,0,0,2
"7987",23,"1. FSV Mainz 05","start","Kohr",0,66,3,"home","FC St. Pauli","2","0",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00071294","Dominik","Kohr","Dominik Kohr",2,139,3.31,5,4,2,0,0,0,0,0,0,0,0,6
"7988",23,"1. FSV Mainz 05","start","Caci",0,90,3.5,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00100305","Anthony","Caci","Anthony Caci",2,173,3.33,5,4,0,0,0,0,0,0,0,0,0,4
"7989",23,"1. FSV Mainz 05","start","Sano",0,90,3.5,"home","FC St. Pauli","2","0",0,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00153662","Kaishu","Sano","Kaishu Sano",1.8,189,3.13,4,4,0,0,0,0,0,0,0,0,0,4
"7990",23,"1. FSV Mainz 05","start","Amiri",0,90,3.5,"home","FC St. Pauli","2","0",0,0,1,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00080083","Nadiem","Amiri","Nadiem Amiri",3.5,223,3.02,4,4,0,0,0,2,0,0,0,0,0,6
"7991",23,"1. FSV Mainz 05","start","Mwene",0,83,4,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00076421","Phillipp","Mwene","Phillipp Mwene",1.8,151,3.44,5,4,-2,0,0,0,0,0,0,0,0,2
"7992",23,"1. FSV Mainz 05","start","Nebel",0,90,3,"home","FC St. Pauli","2","0",1,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00100591","Paul","Nebel","Paul Nebel",1.8,247,2.86,4,4,2,4,0,0,0,0,0,0,0,10
"7993",23,"1. FSV Mainz 05","start","Weiper",0,46,4.5,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00132207","Nelson","Weiper","Nelson Weiper",1.4,69,3.63,3,4,-4,0,0,0,0,0,0,0,0,0
"7994",23,"1. FSV Mainz 05","start","Burkardt",0,73,4,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00088192","Jonathan","Burkardt","Jonathan Burkardt",3.8,236,3.06,3,4,-2,0,0,0,0,0,0,0,0,2
"7995",23,"1. FSV Mainz 05","sub","J.-S. Lee",46,90,2,"home","FC St. Pauli","2","0",1,0,1,0,0,0,0,0,TRUE,"MIDFIELDER","pl-k00087823","Jae-Sung","Lee","Jae-Sung Lee",2.8,211,3.3,4,2,6,4,0,2,0,0,0,3,0,17
"7996",23,"1. FSV Mainz 05","sub","Hanche-Olsen",66,90,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00104484","Andreas","Hanche-Olsen","Andreas Hanche-Olsen",3.2,78,3.44,5,2,NA,0,0,0,0,0,0,0,0,2
"7997",23,"1. FSV Mainz 05","sub","Sieb",73,90,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00111928","Armindo","Sieb","Armindo Sieb",1.7,58,3.88,3,2,NA,0,0,0,0,0,0,0,0,2
"7998",23,"1. FSV Mainz 05","sub","Widmer",83,90,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00075379","Silvan","Widmer","Silvan Widmer",1.8,54,3.83,5,2,NA,0,0,0,0,0,0,0,0,2
"7999",23,"1. FSV Mainz 05","bench","Rieß",NA,NA,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00105274","Lasse","Rieß","Lasse Rieß",0.5,16,2.5,6,0,NA,0,0,0,0,0,0,0,0,0
"8000",23,"1. FSV Mainz 05","bench","Leitsch",NA,NA,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00089857","Maxim","Leitsch","Maxim Leitsch",1.5,47,3.45,5,0,NA,0,0,0,0,0,0,0,0,0
"8001",23,"1. FSV Mainz 05","bench","Veratschnig",NA,NA,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00144287","Nikolas","Veratschnig","Nikolas Veratschnig",1.5,38,3.3,5,0,NA,0,0,0,0,0,0,0,0,0
"8002",23,"1. FSV Mainz 05","bench","Hong",NA,NA,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00106370","Hyunseok","Hong","Hyunseok Hong",2,54,3.56,4,0,NA,0,0,0,0,0,0,0,0,0
"8003",23,"1. FSV Mainz 05","bench","Maloney",NA,NA,NA,"home","FC St. Pauli","2","0",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00099897","Lennard","Maloney","Lennard Maloney",2,38,3.85,4,0,NA,0,0,0,0,0,0,0,0,0
"8004",23,"FC St. Pauli","start","Vasilj",0,90,5,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00079078","Nikola","Vasilj","Nikola Vasilj",2.2,261,2.77,6,4,-6,0,0,0,0,0,0,0,0,-2
"8005",23,"FC St. Pauli","start","Nemeth",0,90,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00113667","David","Nemeth","David Nemeth",1,76,3.73,5,4,2,0,0,0,0,0,0,0,0,6
"8006",23,"FC St. Pauli","start","Wahl",0,90,2.5,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00077817","Hauke","Wahl","Hauke Wahl",1.8,134,3.48,5,4,4,0,0,0,0,0,0,0,0,8
"8007",23,"FC St. Pauli","start","Van der Heyden",0,90,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00101854","Siebe","Van der Heyden","Siebe Van der Heyden",1.2,34,3.83,5,4,2,0,0,0,0,0,0,0,0,6
"8008",23,"FC St. Pauli","start","Treu",0,82,2.5,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00103305","Philipp","Treu","Philipp Treu",1.4,135,3.55,5,4,4,0,0,0,0,0,0,0,0,8
"8009",23,"FC St. Pauli","start","Irvine",0,90,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00081971","Jackson","Irvine","Jackson Irvine",2.2,125,3.53,4,4,2,0,0,0,0,0,0,0,0,6
"8010",23,"FC St. Pauli","start","Smith",0,90,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00096210","Eric","Smith","Eric Smith",1.8,134,3.53,5,4,2,0,0,0,0,0,0,0,0,6
"8011",23,"FC St. Pauli","start","La. Ritzka",0,62,3.5,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00088765","Lars","Ritzka","Lars Ritzka",1.2,55,3.77,5,4,0,0,0,0,0,0,0,0,0,4
"8012",23,"FC St. Pauli","start","Weißhaupt",0,83,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00097912","Noah","Weißhaupt","Noah Weißhaupt",1.6,54,3.82,4,4,2,0,0,0,0,0,0,0,0,6
"8013",23,"FC St. Pauli","start","J. Eggestein",0,90,4,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00075632","Johannes","Eggestein","Johannes Eggestein",1.7,80,3.91,3,4,-2,0,0,0,0,0,0,0,0,2
"8014",23,"FC St. Pauli","start","Saad",0,68,3,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00137800","Elias","Saad","Elias Saad",1.6,64,3.67,3,4,2,0,0,0,0,0,0,0,0,6
"8015",23,"FC St. Pauli","sub","Dzwigala",62,90,3.5,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00112064","Adam","Dzwigala","Adam Dzwigala",1,14,4.07,5,2,0,0,0,0,0,0,0,0,0,2
"8016",23,"FC St. Pauli","sub","Afolayan",68,90,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00153240","Oladapo","Afolayan","Oladapo Afolayan",1.7,69,3.96,3,2,NA,0,0,0,0,0,0,0,0,2
"8017",23,"FC St. Pauli","sub","Ceesay",82,90,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00174197","Abdoulie","Ceesay","Abdoulie Ceesay",1.2,14,0,3,2,NA,0,0,0,0,0,0,0,0,2
"8018",23,"FC St. Pauli","sub","Sinani",83,90,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00103527","Danel","Sinani","Danel Sinani",0.8,45,4.3,3,2,NA,0,0,0,0,0,0,0,0,2
"8019",23,"FC St. Pauli","bench","Voll",NA,NA,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00110890","Ben","Voll","Ben Voll",1,17,2,6,0,NA,0,0,0,0,0,0,0,0,0
"8020",23,"FC St. Pauli","bench","Ahlstrand",NA,NA,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00164430","Erik","Ahlstrand","Erik Ahlstrand",1.3,10,0,4,0,NA,0,0,0,0,0,0,0,0,0
"8021",23,"FC St. Pauli","bench","Boukhalfa",NA,NA,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00095222","Carlo","Boukhalfa","Carlo Boukhalfa",1,78,3.73,4,0,NA,0,0,0,0,0,0,0,0,0
"8022",23,"FC St. Pauli","bench","Metcalfe",NA,NA,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00124798","Connor","Metcalfe","Connor Metcalfe",1.4,11,4.1,4,0,NA,0,0,0,0,0,0,0,0,0
"8023",23,"FC St. Pauli","bench","Banks",NA,NA,NA,"away","1. FSV Mainz 05","0","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00125797","Scott","Banks","Scott Banks",1.2,26,0,3,0,NA,0,0,0,0,0,0,0,0,0
"8024",23,"Holstein Kiel","start","Weiner",0,90,4,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00082076","Timon","Weiner","Timon Weiner",2.4,98,3.56,6,4,-2,0,0,0,0,0,0,0,0,2
"8025",23,"Holstein Kiel","start","Ivezic",0,90,5,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00153415","Marko","Ivezic","Marko Ivezic",1.6,32,4.16,4,4,-6,0,0,0,0,0,0,0,0,-2
"8026",23,"Holstein Kiel","start","Zec",0,63,5,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00132274","David","Zec","David Zec",1.3,58,3.83,5,4,-6,0,0,0,0,0,0,0,0,-2
"8027",23,"Holstein Kiel","start","Komenda",0,90,4,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00084545","Marco","Komenda","Marco Komenda",1.2,38,4.03,5,4,-2,0,0,0,0,0,0,0,0,2
"8028",23,"Holstein Kiel","start","Remberg",0,90,4,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00110187","Nicolai","Remberg","Nicolai Remberg",1.4,80,3.84,4,4,-2,0,0,0,0,0,0,0,0,2
"8029",23,"Holstein Kiel","start","Rosenboom",0,90,5,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00106697","Lasse","Rosenboom","Lasse Rosenboom",0.8,74,3.87,5,4,-6,0,0,0,0,0,0,0,0,-2
"8030",23,"Holstein Kiel","start","Knudsen",0,63,4,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00143830","Magnus","Knudsen","Magnus Knudsen",1.5,54,4.04,4,4,-2,0,0,0,0,0,0,0,0,2
"8031",23,"Holstein Kiel","start","Gigovic",0,75,4,"home","Bayer 04 Leverkusen","0","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00116735","Armin","Gigovic","Armin Gigovic",1.2,98,3.81,4,4,-2,0,0,0,0,0,0,0,0,2
